Name;FIDE ID;Born;Died;Year;"Most recent
federation";M/F;Notes
Robatsch, Karl;1600052;1929-10-14;2000-09-19;1961; Austria;M;Di Felice
Robson, Ray;2023970;1994-10-25;;2010; United States;M;title application
Rodríguez Céspedes, Amador;3500039;1956-09-08;;1977; Spain;M;
Rodríguez Guerrero, Enrique;2216892;1983-11-08;;2007; Spain;M;title application
Rodríguez Vargas, Orestes;2203189;1943-07-04;;1978; Spain;M;
Rodríguez Vila, Andrés;3000010;1973-12-19;;1997; Uruguay;M;
Rodshtein, Maxim;2806851;1989-01-19;;2007; Israel;M;"IM title application; title application"
Roganovic, Milos;937614;1991-12-23;;2017; Serbia;M;title application
Rogers, Ian;3200019;1960-06-24;;1985; Australia;M;
Rogić, Davor;14501228;1971-07-27;;2006; Croatia;M;
Rogoff, Kenneth;2000237;1953-03-22;;1978; United States;M;
Rogovski, Vladimir;14101378;1965-02-07;;2005; Ukraine;M;title application
Rogozenco, Dorian;1210319;1973-08-18;;1995; Romania;M;
Rohde, Michael;2000172;1959-08-26;;1988; United States;M;
Roiz, Michael;2804158;1983-10-12;;2003; Israel;M;Di Felice
Romanenko, Vladimir;13502921;1985-04-06;;2011; Belarus;M;"Di Felice; title application[note 38]"
Romanishin, Oleg;14100088;1952-01-10;;1976; Ukraine;M;
Romanov, Evgeny;4148843;1988-11-02;;2007; Russia;M;"Di Felice; title application"
Rombaldoni, Axel;815837;1992-03-23;;2013; Italy;M;title application
Romero Holmes, Alfonso;2200066;1965-05-28;;1995; Spain;M;
Rossetto, Héctor;100935;1922-09-08;2009-01-23;1960; Argentina;M;Di Felice
Rossolimo, Nicolas;;1910-02-28;1975-07-24;1953; United States;M;Gaige
Rotstein, Arkadij;4662997;1961-04-29;;1994; Germany;M;
Roussel-Roozmon, Thomas;2603659;1988-01-08;;2010; Canada;M;title application
Rowson, Jonathan;2400561;1977-04-18;;1999; Scotland;M;
Roy Chowdhury, Saptarshi;5002974;1982-02-13;;2013; India;M;title application
Roy, Saptarshi;5008980;1986-03-21;;2018; India;M;title application
Rozentalis, Eduardas;12800023;1963-05-27;;1991; Lithuania;M;
Rozum, Ivan;24104272;1991-12-09;;2014; Russia;M;title application
Ruban, Vadim;4100387;1964-06-13;;1991; Russia;M;
Rubinstein, Akiba;;1880-12-01;1961-03-15;1950; Poland;M;"Di Felice; d.o.b.[note 39]"
Rublevsky, Sergei;4115309;1974-10-15;;1994; Russia;M;
Ruiz Castillo, Joshua Daniel;4400704;1997-07-08;;2019; Colombia;M;title application[note 40]
Ruck, Róbert;705713;1977-12-10;;2000; Hungary;M;Di Felice
Rusev, Krasimir;2905434;1983-10-16;;2008; Bulgaria;M;title application
Rustemov, Alexander;4119002;1973-07-06;;1998; Russia;M;
Ruzele, Darius;12800104;1968-04-27;;1996; Lithuania;M;
Rychagov, Andrey;4119932;1979-08-03;;2006; Russia;M;title application
Rychagov, Mikhail;4500040;1967-11-12;;1997; Estonia;M;
Sadhwani, Raunak;35093487;2005-12-22;;2020; India;M;title application
Sadler, Matthew;400173;1974-05-15;;1993; England;M;
Sadikhov, Ulvi;13401416;1998-11-23;;2019; Azerbaijan;M;title application
Sadorra, Julio Catalino;5201268;1986-09-14;;2011; Philippines;M;title application
Sadvakasov, Darmen;13700464;1979-04-28;;1999; Kazakhstan;M;Di Felice
Sadzikowski, Daniel;1132253;1994-01-20;;2017; Poland;M;title application
Safarli, Eltaj;13402129;1992-05-18;;2008; Azerbaijan;M;title application
Safin, Shukhrat;14200147;1970-04-03;2009-09-20;1999; Uzbekistan;M;Di Felice
Sagalchik, Gennadij;2007916;1969-04-22;;1994; United States;M;
Sahović, Dragutin;901644;1940-08-08;2005-11-12;1978; Serbia and Montenegro;M;Di Felice
Sajtar, Jaroslav;;1921-12-03;2003-02-04;1985; Czech Republic;M;"Di Felice; honorary"
Sakaev, Konstantin;4104226;1974-04-13;;1992; Russia;M;
Salem, A. R. Saleh;9301348;1993-01-04;;2009; United Arab Emirates;M;title application
Salgado López, Iván;2257327;1991-06-29;;2008; Spain;M;"Di Felice; title application"
Salinas Herrera, Pablo;3407128;1994-06-03;;2019; Chile;M;title application
Salomon, Johan;1509500;1997-05-07;;2017; Norway;M;title application
Salov, Valery;4100069;1964-05-26;;1986; Russia;M;
Saltaev, Mihail;14200058;1962-11-19;;1995; Uzbekistan;M;
Salvador, Roland;5201047;1982-01-03;;2010; Philippines;M;"Di Felice; title application"
Sambuev, Bator;4128290;1980-11-25;;2006; Canada;M;title application
Sämisch, Friedrich;;1896-09-20;1975-08-16;1950; Germany;M;Gaige
San Segundo Carrillo, Pablo;2200082;1970-02-09;;1995; Spain;M;
Sanal, Vahap;6300545;1998-05-26;;2016; Turkey;M;title application
Sanchez, Joseph;5201233;1970-08-19;;2009; Philippines;M;title application
Sanduleac, Vasile;13900161;1971-01-02;;2006; Moldova;M;
Sanguineti, Raúl;100030;1933-02-03;2000-08-06;1982; Argentina;M;"Di Felice; honorary"
Sanikidze, Tornike;13602608;1989-01-01;;2008; Georgia;M;title application
Santiago, Yago;2103877;1992-04-17;;2017; Brazil;M;title application
Santo-Roman, Marc;600083;1960-09-13;;1996; France;M;
Santos Latasa, Jaime;2293307;1996-07-03;;2018; Spain;M;title application
Santos Ruiz, Miguel;22291482;1999-10-04;;2018; Spain;M;title application
Sarana, Alexey;24133795;2000-01-26;;2017; Russia;M;title application
Sargissian, Gabriel;13300881;1983-09-03;;2002; Armenia;M;Di Felice
Sargsyan, Shant;13306766;2002-01-27;;2019; Armenia;M;title application
Šarić, Ante;14506254;1984-04-06;;2007; Croatia;M;title application
Saric, Ibro;14401290;1982-02-20;;2007; Bosnia and Herzegovina;M;"Di Felice[note 41]; title application"
Šarić, Ivan;14508150;1990-08-17;;2008; Croatia;M;title application
Sasikiran, Krishnan;5004985;1981-01-07;;2000; India;M;
Savchenko, Boris;4147332;1986-07-10;;2007; Russia;M;title application
Savchenko, Stanislav;14101262;1967-01-21;;1993; Ukraine;M;
Savic, Miodrag;920479;1977-04-06;;2003; Serbia;M;
Savon, Vladimir;14100193;1940-09-26;2005-06-01;1973; Ukraine;M;Di Felice
Sax, Gyula;700029;1951-06-18;2014-01-25;1974; Hungary;M;Di Felice
Schandorff, Lars;1400070;1965-04-20;;1996; Denmark;M;
Schebler, Gerhard;4603338;1969-10-03;;2004; Germany;M;title application
Schlosser, Philipp;4600169;1968-08-19;;1992; Germany;M;
Schmaltz, Roland;4614054;1974-11-15;;2001; Germany;M;
Schmid, Lothar;4600061;1928-05-10;2013-05-18;1959; Germany;M;Di Felice
Schmidt, Włodzimierz;1100041;1943-04-10;;1976; Poland;M;
Schmittdiel, Eckhard;4600096;1960-05-13;;1994; Germany;M;Di Felice
Schoppen, Casper;1046730;2002-03-21;;2020; Netherlands;M;title application
Schröder, Jan-Christian;24662259;1998-01-31;;2015; Germany;M;title application
Schussler, Harry;1700081;1957-06-24;;1988; Sweden;M;
Schwartzman, Gabriel;2011255;1976-10-23;;1993; United States;M;
Sebag, Marie;617822;1986-10-15;;2008; France;F;title application
Šebenik, Matej;14602296;1983-08-28;;2012; Slovenia;M;title application
Sedlak, Nikola;922900;1983-12-13;;2003; Serbia;M;
Seferjan, Narek;13301071;1974-08-20;;1998; Armenia;M;
Seirawan, Yasser;2000032;1960-03-24;;1980; United States;M;
Semcesen, Daniel;1706993;1986-08-17;;2014; Sweden;M;"Di Felice; title application"
Sengupta, Deep;5008352;1988-06-30;;2010; India;M;title application
Seres, Lajos;701254;1973-12-08;;2003; Hungary;M;
Sergeev, Vladimir;14101076;1964-05-01;;2007; Ukraine;M;title application
Sermek, Dražen;14600714;1969-01-30;;1994; Croatia;M;
Serper, Gregory;2012642;1969-09-14;;1992; United States;M;
Sethuraman, S. P.;5021596;1993-02-25;;2011; India;M;title application
Sevdimaliyev, Urfan;13402463;1989-01-09;;2015; Azerbaijan;M;title application
Sevian, Samuel;2040506;2000-12-26;;2014; United States;M;title application
Sevillano, Enrico;5200156;1968-03-17;;2012; United States;M;title application
Shabalov, Alexander;2008572;1967-09-12;;1991; United States;M;
Shabanov, Yuri;4103726;1937-11-11;2010-03-31;2004; Russia;M;
Shaked, Tal;2007991;1978-02-05;;1997; United States;M;
Shalnev, Nikolai;4146042;1944-04-16;;2001; Germany;M;
Shamkovich, Leonid;2000857;1923-06-01;2005-04-22;1965; United States;M;Di Felice
Shanava, Konstantine;13601784;1985-05-05;;2006; Georgia;M;title application
Shankland, Sam;2004887;1991-10-01;;2011; United States;M;title application
Shaposhnikov, Evgeny;4122232;1981-06-01;;2004; Russia;M;
Sharapov, Evgeny;14103133;1981-10-29;;2010; Ukraine;M;title application
Sharavdorj, Dashzegve;4900340;1974-10-21;;1999; Mongolia;M;
Shariyazdanov, Andrey;4122747;1976-07-12;;1998; Russia;M;
Shaw, John;2400553;1968-10-16;;2006; Scotland;M;
Shchekachev, Andrei;4107730;1972-10-27;;1996; France;M;
Shcherbakov, Ruslan;4102240;1969-09-14;;1993; Russia;M;
Shengelia, Davit;13601270;1980-03-06;;2005; Austria;M;title application
Sher, Miron;2019574;1952-06-29;2020-08-22;1992; United States;M;
Sherzer, Alex;2000512;1971-02-01;;1993; United States;M;
Shevchenko, Kirill;14129574;2002-09-22;;2017; Ukraine;M;title application[note 42]
Shimanov, Aleksandr;4198603;1992-05-08;;2009; Russia;M;"Di Felice; title application"
Shipov, Sergei;4113624;1966-04-17;;1996; Russia;M;
Shirov, Alexei;2209390;1972-07-04;;1990; Spain;M;
Shishkin, Vadim;14101696;1969-03-04;;2007; Ukraine;M;title application
Shkuro, Iuri;14108836;1982-06-20;;2009; Ukraine;M;"Di Felice; title application"
Shneider, Aleksandr;14100045;1962-05-22;;1990; Ukraine;M;
Shoker, Samy;627143;1987-08-01;;2014; Egypt;M;title application
Shomoev, Anton;4135148;1981-06-05;;2002; Russia;M;
Short, Nigel;400025;1965-06-01;;1984; England;M;
Shtembuliak, Evgeny;14113325;1999-03-12;;2019; Ukraine;M;title application[note 43]
Shtyrenkov, Veniamen;4103351;1958-04-23;;1999; Russia;M;
Shulman, Yury;13500520;1975-04-29;;1995; United States;M;
Shvyrjov, Igor;4500490;1955-05-24;;2005; Estonia;M;title application
Shyam Sundar;5019141;1992-05-28;;2013; India;M;"; title application"
Shytaj, Luca;812633;1986-02-03;;2018; Italy;M;title application
Siebrecht, Sebastian;4609352;1973-04-16;;2008; Germany;M;title application
Sigurjónsson, Guðmundur;2300079;1947-09-25;;1975; Iceland;M;
Sikula, Vaszilij;14104911;1981-11-29;;2011; Ukraine;M;title application
Šimáček, Pavel;307165;1979-04-28;;2018; Czech Republic;M;title application
Simagin, Vladimir;;1919-06-21;1968-09-25;1962; Soviet Union;M;Gaige
Simantsev, Mikhail;14104555;1978-11-01;;2008; Ukraine;M;title application
Simic, Radoslav;900184;1948-06-09;;1984; Serbia;M;
Simonian, Hrair;13302337;1991-01-08;;2009; Armenia;M;"IM title application; title application"
Simutowe, Amon;8700168;1982-01-06;;2009; Zambia;M;"Di Felice; title application"
Sindarov, Javokhir;14205483;2005-12-08;;2019; Uzbekistan;M;title application
Sisniega Campbell, Marcel;5100020;1959-07-28;2013-01-19;1992; Mexico;M;"Di Felice; d.o.d.[note 44]"
Sivuk, Vitaly;14116502;1992-01-01;;2014; Ukraine;M;"Di Felice; title application"
Sjugirov, Sanan;4189302;1993-01-31;;2008; Russia;M;"Di Felice; title application"
Skatchkov, Pavel;4121848;1979-09-14;;2007; Russia;M;title application
Skembris, Spyridon;4200020;1958-02-22;;1990; Greece;M;Di Felice
Škoberne, Jure;14604299;1987-03-20;;2010; Slovenia;M;title application
Skorchenko, Dmitriy;4131029;1983-10-17;;2007; Russia;M;"Di Felice; title application"
Slipak, Sergio;100250;1965-07-28;;2001; Argentina;M;
Śliwa, Bogdan;1102290;1922-02-04;2003-05-16;1987; Poland;M;"Di Felice; honorary"
Slobodjan, Roman;4617347;1975-01-01;;1996; Germany;M;
Smagin, Sergey;4100425;1958-09-08;;1987; Russia;M;
Smeets, Jan;1007246;1985-04-05;;2004; Netherlands;M;
Smejkal, Jan;300020;1946-03-22;;1972; Czech Republic;M;
Smerdon, David;3202305;1984-09-17;;2009; Australia;M;title application
Smirin, Ilya;2801990;1968-01-21;;1990; Israel;M;
Smirnov, Anton;3208923;2001-01-28;;2017; Australia;M;title application
Smirnov, Igor;14110482;1987-10-28;;2008; Ukraine;M;title application
Smirnov, Pavel;4123425;1982-04-27;;2003; Russia;M;
Smith, Axel;1707930;1986-06-27;;2016; Sweden;M;title application
Smith, Bryan;2017083;1980-02-26;;2013; United States;M;title application
Smyslov, Vasily;4100310;1921-03-24;2010-03-27;1950; Russia;M;Di Felice
So, Wesley;5202213;1993-10-09;;2007; United States;M;title application
Soćko, Bartosz;1107038;1978-11-10;;1999; Poland;M;
Soćko, Monika;1106619;1978-03-24;;2008; Poland;F;title application
Soffer, Ram;2800101;1965-09-06;;1994; Israel;M;
Sokolov, Andrei;627089;1963-03-20;;1984; France;M;
Sokolov, Ivan;14400030;1968-06-13;;1987; Netherlands;M;Di Felice
Šolak, Dragan;916811;1980-03-30;;2001; Turkey;M;Di Felice
Solleveld, Maarten;1005286;1979-02-05;;2012; Netherlands;M;title application
Solodovnichenko, Yuri;14104369;1978-02-08;;2007; Ukraine;M;title application
Solomon, Kenny;14300192;1979-10-08;;2015; South Africa;M;winner African Individual Championships 2014
Solozhenkin, Evgeniy;4102266;1966-07-31;;1993; Russia;M;
Soltis, Andrew;2000741;1947-05-28;;1980; United States;M;
Sorín, Ariel;100196;1967-04-26;;1995; Argentina;M;
Sorokin, Maxim;108928;1968-01-22;2007-06-30;1992; Russia;M;Di Felice
Sosonko, Gennadi;1000039;1943-05-18;;1976; Netherlands;M;
Spangenberg, Hugo;101966;1975-11-22;;1996; Argentina;M;
Spasov, Vasil;2900041;1971-02-17;;1990; Bulgaria;M;
Spassky, Boris;600024;1937-01-30;;1955; Russia;M;Gaige
Spassov, Liuben;2900220;1943-03-22;;1976; Bulgaria;M;sometimes spelled Spasov
Speelman, Jon;400033;1956-10-02;;1980; England;M;
Spiridonov, Nikola;2900238;1938-02-28;;1979; Bulgaria;M;
Spoelman, Wouter;1010891;1990-06-05;;2009; Netherlands;M;title application
Spraggett, Kevin;2600013;1954-11-10;;1985; Canada;M;
Sprenger, Jan Michael;4646258;1982-11-26;;2018; Germany;M;title application
Srinath Narayanan;5018420;1994-02-14;;2017; India;M;title application
Ståhlberg, Gideon;;1908-01-26;1967-05-26;1950; Sweden;M;Gaige
Stanec, Nikolaus;1601776;1968-04-29;;2003; Austria;M;
Stangl, Markus;4600274;1969-04-29;;1993; Germany;M;
Stanojoski, Zvonko;15000257;1964-01-29;;2004; North Macedonia;M;
Stany G.A.;5029104;1993-01-22;;2019; India;M;title application
Starostīts, Ilmārs;11600748;1979-05-30;;2010; Latvia;M;title application
Stean, Michael;400130;1953-09-04;;1977; England;M;
Stefanova, Antoaneta;2902257;1979-04-19;;2002; Bulgaria;F;Di Felice
Stefánsson, Hannes;2300087;1972-07-18;;1993; Iceland;M;
Stein, Leonid;;1934-11-12;1973-07-04;1962; Soviet Union;M;Gaige
Steinberg, Nitzan;2801795;1998-01-12;;2017; Israel;M;title application
Steingrímsson, Héðinn;2300117;1975-01-11;;2007; Iceland;M;title application
Stella, Andrea;827061;1993-08-14;;2017; Italy;M;title application
Stellwagen, Daniël;1006673;1987-03-01;;2004; Netherlands;M;"Di Felice[note 45]; title application"
Stern, René;4611799;1972-02-15;;2014; Germany;M;"Di Felice; title application[note 46]"
Stević, Hrvoje;14502569;1980-01-08;;2002; Croatia;M;
Štoček, Jiří;304760;1977-05-10;;1998; Czech Republic;M;Di Felice
Stohl, Igor;14900025;1964-09-27;;1992; Slovakia;M;
Stojanovic, Dalibor;922692;1983-12-09;;2012; Bosnia and Herzegovina;M;title application
Stojanovic, Mihajlo;916366;1977-05-11;;2007; Serbia;M;title application
Stoltz, Gösta;;1904-05-09;1963-07-25;1954; Sweden;M;Gaige
Stopa, Jacek;1119591;1987-01-03;;2015; Poland;M;title application
Stremavicius, Titas;12804444;1998-02-15;;2020; Lithuania;M;title application
Striković, Aleksa;900150;1961-05-12;;1996; Serbia;M;
Stripunsky, Alexander;2015315;1970-08-18;;1998; United States;M;
Studer, Noel;1319620;1996-10-18;;2017;  Switzerland;M;title application
Stukopin, Andrey;24107131;1994-06-02;;2014; Russia;M;title application
Stupak, Kirill;13503758;1990-03-16;;2011; Belarus;M;title application
Sturua, Zurab;13600095;1959-06-08;;1991; Georgia;M;
Şubă, Mihai;1203363;1947-06-01;;1978; Spain;M;
Suetin, Alexey;4104668;1926-11-16;2001-09-10;1965; Russia;M;Di Felice
Šulava, Nenad;14500205;1962-12-25;2019-09-05;2000; Monaco;M;"Di Felice; death notice[3]; FIDE obit[4]"
Šulskis, Šarūnas;12800112;1972-11-26;;1996; Lithuania;M;
Sulypa, Oleksandr;14100487;1972-06-03;;2000; Ukraine;M;
Sumets, Andrey;14105500;1980-04-15;;2006; Ukraine;M;title application
Summerscale, Aaron;400980;1969-08-26;;1997; England;M;
Sundararajan Kidambi;5005370;1982-12-29;;2009; India;M;"Di Felice; title application"
Sunilduth Lyna, Narayanan;5058422;1998-01-10;;2016; India;M;title application
Sunye Neto, Jaime;2100037;1957-05-02;;1986; Brazil;M;
Supi, Luis Paulo;2106388;1996-10-10;;2018; Brazil;M;title application
Suradiradja, Herman;7100167;1947-10-14;2016-06-06;1978; Indonesia;M;Di Felice
Sutovsky, Emil;2802007;1977-09-19;;1996; Israel;M;
Suttles, Duncan;2600056;1945-12-21;;1973; Canada;M;
Svane, Rasmus;4657101;1997-05-21;;2016; Germany;M;title application
Sveshnikov, Evgeny;4100638;1950-02-11;;1977; Russia;M;
Svetushkin, Dmitry;13900463;1980-07-25;2020-09-04;2002; Moldova;M;
Svidler, Peter;4102142;1976-06-17;;1994; Russia;M;
Swayams, Mishra;5028183;1992-08-13;;2019; India;M;title application
Świercz, Dariusz;1126881;1994-05-31;;2009; United States;M;"Di Felice[note 47]; title application"
Swinkels, Robin;1010824;1989-04-06;;2009; Netherlands;M;title application
Sychev, Klementy;4114060;1996-07-12;;2019; Russia;M;title application
Szabo, Gergely-Andras-Gyula;1205064;1983-04-13;;2010; Romania;M;title application
Szabo, Krisztian;722901;1989-06-21;;2010; Hungary;M;title application
Szabo, Laszlo;;1917-03-19;1998-08-08;1950; Hungary;M;Di Felice
Székely, Péter;700258;1955-02-08;2003-08-31;1994; Hungary;M;Di Felice
Tabatabaei, Amin;12521213;2001-02-05;;2018; Iran;M;title application[note 48]
Tadic, Branko;916412;1973-10-04;;2010; Serbia;M;title application
Tahirov, Farhad;13401661;1987-04-12;;2002; Azerbaijan;M;
Taimanov, Mark;4100760;1926-02-07;2016-11-28;1952; Russia;M;Di Felice
Tal, Mikhail;;1936-11-09;1992-06-28;1957; Latvia;M;Di Felice
Taleb, Moussa;9300201;1978-07-01;;2004; United Arab Emirates;M;
Talla, Vladimir;303445;1973-07-03;;2010; Czech Republic;M;title application
Tan, Justin;3206882;1997-03-19;;2018; Australia;M;title application
Tan Zhongyi;8603642;1991-05-29;;2017; China;F;"Women's World Champion 2017–2018; WGM title application"
Tang, Andrew;2059630;1999-11-29;;2018; United States;M;title application
Tari, Aryan;1510045;1999-06-04;;2016; Norway;M;title application
Tarjan, James;2000180;1952-02-22;;1976; United States;M;
Tarlev, Konstantin;14114089;1987-02-09;;2013; Ukraine;M;"Di Felice; title application"
Tartakower, Savielly;;1887-02-21;1956-02-05;1950; France;M;Gaige
Tazbir, Marcin;1122452;1988-08-22;;2013; Poland;M;title application[note 49]
Temirbayev, Serik;13700022;1961-08-08;;1995; Kazakhstan;M;
Ten Hertog, Hugo;1026356;1994-07-06;;2020; Netherlands;M;title application
Ter-Sahakyan, Samvel;13302531;1993-09-19;;2009; Armenia;M;"Di Felice; title application"
Teschner, Rudolf;4603850;1922-02-16;2006-07-23;1992; Germany;M;"Di Felice; honorary"
Teske, Henrik;4611500;1968-02-28;;1996; Germany;M;
Teterev, Vitaly;13501429;1983-01-07;;2007; Belarus;M;title application
Thejkumar, M. S.;5009154;1981-01-01;;2017; India;M;title application
Thipsay, Praveen;5000033;1959-08-12;;1997; India;M;
Thorfinnsson, Bragi;2300958;1981-04-10;;2018; Iceland;M;title application
Thorhallsson, Throstur;2300109;1969-03-19;;1996; Iceland;M;
Thybo, Jesper Søndergaard;1438832;1999-01-10;;2020; Denmark;M;title application
Tihonov, Jurij;13500325;1978-07-03;;2006; Belarus;M;
Tikkanen, Hans;1706446;1985-02-06;;2010; Sweden;M;title application
Tilicheev, Viacheslav;24114928;1994-07-17;;2020; Russia;M;title application
Timman, Jan;1000012;1951-12-14;;1974; Netherlands;M;
Timofeev, Artyom;4140419;1985-01-06;;2003; Russia;M;
Timoscenko, Gennadij;14901536;1949-04-27;;1980; Slovakia;M;
Timoshenko, Georgy;14100118;1966-06-01;;1994; Ukraine;M;
Tischbierek, Raj;4611322;1962-09-24;;1990; Germany;M;Di Felice
Tisdall, Jonathan;1500066;1958-08-26;;1995; Norway;M;
Tishin, Petr;4130057;1976-10-21;;2002; Russia;M;
Tiviakov, Sergei;1008013;1973-02-14;;1991; Netherlands;M;
Tkachiev, Vladislav;618438;1973-11-09;;1995; France;M;Di Felice
Todorcevic, Miodrag;900060;1940-11-10;;1989; Spain;M;
Todorov, Todor;2903237;1974-11-08;;2006; Bulgaria;M;
Todorovic, Goran;900168;1963-05-17;;1997; Serbia;M;
Tolnai, Tibor;700126;1964-09-23;;1990; Hungary;M;
Tolush, Alexander;;1910-05-01;1969-03-03;1953; Soviet Union;M;Gaige
Tomashevsky, Evgeny;4147235;1987-07-01;;2005; Russia;M;
Tomczak, Jacek;1124668;1990-03-05;;2012; Poland;M;title application
Topalov, Veselin;2900084;1975-03-15;;1992; Bulgaria;M;
Torre Repetto, Carlos;;1905-11-23;1978-03-19;1977; Mexico;M;Di Felice
Torre, Eugenio;5200016;1951-11-04;;1974; Philippines;M;
Tosic, Miroslav;900460;1960-06-15;2019-11-24;1998; Serbia;M;
Totsky, Leonid;4115228;1967-08-10;;2000; Russia;M;Di Felice
Toufighi, Homayoon;12503592;1990-03-21;;2010; Iran;M;title application
Trajkovic, Predrag;915874;1970-05-28;2019-02-13;2008; Serbia;M;title application
Trần Tuấn Minh;12401820;1997-10-21;;2017; Vietnam;M;title application[note 50]
Tratar, Marko;14600684;1974-05-20;;2006; Slovenia;M;
Tregubov, Pavel;4115341;1971-12-21;;1994; Russia;M;
Trifunović, Petar;;1910-08-31;1980-12-08;1953; Yugoslavia;M;Gaige
Tringov, Georgi;2900203;1937-03-07;2000-07-02;1963; Bulgaria;M;Di Felice
Tristan, Leonardo;113816;1989-11-22;;2020; Argentina;M;title application
Troff, Kayden;2047896;1998-05-06;;2014; United States;M;title application
Tseitlin, Mark;2800128;1943-09-23;;1997; Israel;M;
Tseitlin, Mikhail;4655060;1947-06-16;;1987; Russia;M;
Tseshkovsky, Vitaly;4100921;1944-09-25;2011-12-24;1975; Russia;M;Di Felice
Tsydypov, Zhamsaran;4108566;1996-09-05;;2019; Russia;M;title application
Từ Hoàng Thông;12400076;1972-06-22;;1999; Vietnam;M;
Tukhaev, Adam;14109476;1988-02-14;;2007; Ukraine;M;"Di Felice; title application"
Tukmakov, Vladimir;14100096;1946-03-15;;1972; Ukraine;M;Di Felice
Tunik, Gennady;4101219;1953-05-27;;2002; Russia;M;
Turner, Matthew;402893;1975-12-11;;2002; England;M;
Turov, Maxim;4120086;1979-12-07;;1999; Russia;M;
Tyomkin, Dimitri;2803089;1977-03-25;;2001; Canada;M;
Ubilava, Elizbar;13600052;1950-08-27;;1988; Spain;M;
Udovčić, Mijo;;1920-09-11;1984-09-08;1962; Yugoslavia;M;Gaige
Uhlmann, Wolfgang;4611284;1935-03-29;2020-08-24;1959; Germany;M;Gaige
Ulybin, Mikhail;4101405;1971-05-31;;1991; Russia;M;
Unzicker, Wolfgang;4600126;1925-06-26;2006-04-20;1954; Germany;M;Di Felice
Urday Cáceres, Henry;3800032;1967-07-05;;1992; Peru;M;
Urkedal, Frode;1506102;1993-05-14;;2016; Norway;M;title application
Ushenina, Anna;14110911;1985-08-30;;2012; Ukraine;F;"Women's World Chess Champion 2012–2013; IM title application"
Vachier-Lagrave, Maxime;623539;1990-10-21;;2005; France;M;title application
Vadász, László;700401;1948-01-27;2005-01-03;1976; Hungary;M;Di Felice
Vaganian, Rafael;13300016;1951-10-15;;1971; Armenia;M;
Vahidov, Tahir;14200155;1963-12-11;;2009; Uzbekistan;M;title application
Vaibhav, Suri;5045185;1997-02-08;;2012; India;M;title application
Vaisser, Anatoly;603252;1949-03-05;;1985; France;M;
Vajda, Levente;1203975;1981-02-13;;2001; Romania;M;
Vakhidov, Jakhongir;14201801;1995-04-27;;2014; Uzbekistan;M;title application
Valerga, Diego;100587;1971-10-01;;2008; Argentina;M;title application
Vallejo Pons, Francisco;2205530;1982-08-21;;1999; Spain;M;
Valsecchi, Alessio;818860;1992-04-25;;2019; Italy;M;title application
Van Den Doel, Erik;1003720;1979-05-15;;1998; Netherlands;M;
Van Der Sterren, Paul;1000071;1956-03-17;;1989; Netherlands;M;
Van Der Weide, Karel;1003143;1973-08-11;;2004; Netherlands;M;
Van Der Wiel, John;1000020;1959-08-09;;1982; Netherlands;M;
Van Foreest, Jorden;1039784;1999-04-30;;2016; Netherlands;M;"Di Felice; title application"
Van Foreest, Lucas;1039792;2001-03-03;;2018; Netherlands;M;title application
Van Kampen, Robin;1020854;1994-11-14;;2011; Netherlands;M;title application
Van Wely, Loek;1000268;1972-10-07;;1993; Netherlands;M;
Varavin, Viktor;4101766;1967-05-23;;1995; Russia;M;
Varga, Zoltán;700509;1970-07-12;;1995; Hungary;M;
Vasilev, Milen;2903628;1978-06-06;;2009; Bulgaria;M;title application
Vasiukov, Evgeni;4100522;1933-03-05;2018-05-10;1961; Russia;M;"Gaige; d.o.d.[note 51]"
Vásquez Schroeder, Rodrigo;3400042;1969-12-06;;2004; Chile;M;
Vaulin, Alexander;4101634;1957-03-18;2008;1994; Russia;M;
Vavulin, Maxim;4169530;1998-05-06;;2018; Russia;M;title application
Vázquez Igarza, Renier;3503054;1979-01-08;;2007; Spain;M;"Di Felice; title application"
Velička, Petr;300659;1967-02-26;;2007; Czech Republic;M;title application
Velikov, Petar;2900149;1951-03-30;;1982; Bulgaria;M;
Velimirović, Dragoljub;900079;1942-05-12;2014-05-22;1973; Serbia;M;Di Felice
Velten, Paul;681091;1993-08-10;;2018; France;M;title application
Venkatesh, Marani Rajendran;5005779;1985-05-20;;2012; India;M;title application
Vera González-Quevedo, Reynaldo;3500055;1961-01-07;;1988; Cuba;M;
Vescovi, Giovanni;2100789;1978-06-14;;1998; Brazil;M;
Vetoshko, Volodymyr;14122480;1998-04-16;;2017; Ukraine;M;title application[note 52]
Vidmar, Milan;;1885-06-22;1962-10-09;1950; Yugoslavia;M;Gaige
Vera Siguenas, Deivy;3804623;1992-01-18;;2020; Peru;M;title application
Vila Gazquez, Xavier;2261090;1990-03-08;;2011; Spain;M;title application
Villamayor, Buenaventura;5200393;1967-05-04;;2000; Singapore;M;
Visakh N R;25012223;1999-04-24;;2019; India;M;title application
Vishnu Prasanna Vasanthan;5030692;1989-08-12;;2013; India;M;title application
Visser, Yge;1000578;1963-07-29;;2006; Netherlands;M;Di Felice
Vitiugov, Nikita;4152956;1987-02-04;;2007; Russia;M;title application
Vladimirov, Yevgeniy;13700014;1957-01-20;;1989; Kazakhstan;M;
Vocaturo, Daniele;813192;1989-12-16;;2009; Italy;M;title application
Vogt, Lothar;4611292;1952-01-17;;1976; Germany;M;
